branch id pid
Elephant-Manatee chr1.3971 0.976377952755906
Elephant-Manatee chr1.3972 0.978102189781022
Elephant-Manatee chr1.3973 0.994444444444444
Elephant-Manatee chr1.3974 0.983333333333333
Elephant-Manatee chr1.3975 0.988888888888889
Elephant-Manatee chr1.3976 1
Elephant-Manatee chr1.3977 0.984615384615385
Elephant-Manatee chr1.3978 0.992424242424242
Elephant-Manatee chr1.3979 0.979508196721312
Elephant-Manatee chr1.3980 0.974358974358974
Elephant-Manatee chr1.3981 0.986842105263158
Elephant-Manatee chr1.7222 1
Elephant-Manatee chr1.7223 0.987878787878788
Elephant-Manatee chr1.7224 1
Elephant-Manatee chr1.7225 0.96078431372549
Elephant-Rock_hyrax chr1.16156 1
Elephant-Rock_hyrax chr1.16157 0.992753623188406
Elephant-Rock_hyrax chr1.16158 1
Elephant-Rock_hyrax chr1.16159 0.989010989010989
Elephant-Rock_hyrax chr1.16160 0.993506493506494
Elephant-Rock_hyrax chr1.16161 0.994897959183674
Elephant-Rock_hyrax chr1.16162 0.96551724137931
Elephant-Rock_hyrax chr1.16163 1
Elephant-Rock_hyrax chr1.16164 0.991803278688525
Elephant-Rock_hyrax chr1.16165 1
Elephant-Rock_hyrax chr1.16166 0.988888888888889
Elephant-Rock_hyrax chr1.16167 0.996212121212121
Elephant-Rock_hyrax chr1.16168 0.979591836734694
Elephant-Rock_hyrax chr1.4977 0.984732824427481
Elephant-Rock_hyrax chr1.4978 1
Elephant-Rock_hyrax chr1.4979 0.95959595959596
Elephant-Rock_hyrax chr1.4983 0.985507246376812
Elephant-Rock_hyrax chr1.4984 0.990950226244344
Elephant-Rock_hyrax chr1.8117 0.991680532445923
Elephant-Rock_hyrax chr1.8123 0.99375
Elephant-Rock_hyrax chr1.8124 1
Elephant-Rock_hyrax chr1.8125 1
Elephant-Rock_hyrax chr1.8126 1
Elephant-Rock_hyrax chr1.8127 0.982300884955752
Elephant-Rock_hyrax chr1.8128 1
Elephant-Rock_hyrax chr1.8129 0.983333333333333
Elephant-Rock_hyrax chr1.8132 1
Elephant-Rock_hyrax chr1.8133 0.96078431372549
Elephant-Rock_hyrax chr1.27779 0.989929506545821
Elephant-Rock_hyrax chr1.27780 1
Elephant-Rock_hyrax chr1.989 1
Elephant-Rock_hyrax chr1.990 1
Elephant-Rock_hyrax chr1.991 1
Elephant-Rock_hyrax chr1.992 0.99438202247191
Elephant-Rock_hyrax chr1.995 1
Elephant-Rock_hyrax chr1.996 1
Elephant-Rock_hyrax chr1.997 0.996415770609319
Elephant-Rock_hyrax chr1.999 0.975903614457831
Elephant-Rock_hyrax chr1.1000 1
Elephant-Rock_hyrax chr1.1001 0.986111111111111
Elephant-Rock_hyrax chr1.1003 1
Elephant-Rock_hyrax chr1.1004 0.990521327014218
Elephant-Rock_hyrax chr1.1008 0.985826771653543
Elephant-Rock_hyrax chr1.1011 1
Elephant-Rock_hyrax chr1.1012 0.986111111111111
Elephant-Rock_hyrax chr1.1013 0.980392156862745
Elephant-Rock_hyrax chr1.1014 0.994708994708995
Elephant-Rock_hyrax chr1.1015 0.98876404494382
Elephant-Rock_hyrax chr1.1017 0.971153846153846
Elephant-Rock_hyrax chr1.1028 1
Elephant-Rock_hyrax chr1.1029 0.988235294117647
Elephant-Rock_hyrax chr1.25080 1
Elephant-Rock_hyrax chr1.25081 1
Elephant-Rock_hyrax chr1.25089 0.984496124031008
Elephant-Rock_hyrax chr1.25093 1
Elephant-Rock_hyrax chr1.25097 1
Elephant-Rock_hyrax chr1.25098 1
Elephant-Rock_hyrax chr1.25100 1
Elephant-Rock_hyrax chr1.25104 0.991228070175439
Elephant-Rock_hyrax chr1.25135 0.986754966887417
Elephant-Rock_hyrax chr1.25136 1
Elephant-Rock_hyrax chr1.25140 0.985915492957746
Elephant-Rock_hyrax chr1.25141 0.994011976047904
Elephant-Rock_hyrax chr1.25142 1
Elephant-Rock_hyrax chr1.25143 1
Elephant-Rock_hyrax chr1.25144 1
Elephant-Rock_hyrax chr1.25145 1
Elephant-Rock_hyrax chr1.25147 0.988571428571429
Elephant-Rock_hyrax chr1.25148 0.990521327014218
Elephant-Rock_hyrax chr1.25149 0.984455958549223
Elephant-Rock_hyrax chr1.25150 1
Elephant-Rock_hyrax chr1.17010 1
Elephant-Rock_hyrax chr1.17011 1
Elephant-Rock_hyrax chr1.17012 0.992248062015504
Elephant-Rock_hyrax chr1.17013 1
Elephant-Rock_hyrax chr1.17014 1
Elephant-Rock_hyrax chr1.17015 0.975757575757576
Elephant-Rock_hyrax chr1.17016 0.992537313432836
Elephant-Rock_hyrax chr1.14880 0.981981981981982
Elephant-Rock_hyrax chr1.14881 0.989473684210526
Elephant-Rock_hyrax chr1.14882 1
Elephant-Rock_hyrax chr1.14883 0.985781990521327
Elephant-Rock_hyrax chr1.14884 0.984848484848485
Elephant-Rock_hyrax chr1.14885 0.983193277310924
Elephant-Rock_hyrax chr1.14888 1
Elephant-Rock_hyrax chr1.14889 1
Elephant-Rock_hyrax chr1.14890 1
Elephant-Rock_hyrax chr1.14891 1
Elephant-Rock_hyrax chr1.14892 1
Elephant-Rock_hyrax chr1.14893 1
Elephant-Rock_hyrax chr1.14894 1
Elephant-Rock_hyrax chr1.14895 1
Elephant-Rock_hyrax chr1.14896 0.96551724137931
Elephant-Rock_hyrax chr1.14897 0.983870967741935
Elephant-Rock_hyrax chr1.14898 0.990712074303406
Elephant-Rock_hyrax chr1.14899 1
Elephant-Rock_hyrax chr1.14900 1
Elephant-Rock_hyrax chr1.14901 0.994186046511628
Elephant-Rock_hyrax chr1.14902 0.98780487804878
Elephant-Rock_hyrax chr1.14903 0.98993288590604
Elephant-Rock_hyrax chr1.14904 1
Elephant-Rock_hyrax chr1.14905 1
Elephant-Rock_hyrax chr1.14906 0.992248062015504
Elephant-Rock_hyrax chr1.14907 0.993055555555556
Elephant-Rock_hyrax chr1.14908 1
Elephant-Rock_hyrax chr1.14909 0.993939393939394
Elephant-Rock_hyrax chr1.14910 0.991228070175439
Elephant-Rock_hyrax chr1.14911 0.985294117647059
Elephant-Rock_hyrax chr1.14912 0.989949748743719
Elephant-Rock_hyrax chr1.3969 0.987650308742281
Elephant-Rock_hyrax chr1.3970 0.98
Elephant-Rock_hyrax chr1.3971 0.984251968503937
Elephant-Rock_hyrax chr1.3972 0.992700729927007
Elephant-Rock_hyrax chr1.3973 0.994444444444444
Elephant-Rock_hyrax chr1.3974 0.994444444444444
Elephant-Rock_hyrax chr1.3975 0.994444444444444
Elephant-Rock_hyrax chr1.3976 0.995708154506438
Elephant-Rock_hyrax chr1.3977 1
Elephant-Rock_hyrax chr1.3978 1
Elephant-Rock_hyrax chr1.3979 0.983606557377049
Elephant-Rock_hyrax chr1.3980 0.987179487179487
Elephant-Rock_hyrax chr1.3981 0.986842105263158
Elephant-Rock_hyrax chr1.7222 1
Elephant-Rock_hyrax chr1.7223 0.987878787878788
Elephant-Rock_hyrax chr1.7224 1
Elephant-Rock_hyrax chr1.7225 1
Elephant-Tenrec chr1.16156 1
Elephant-Tenrec chr1.16157 1
Elephant-Tenrec chr1.16158 0.984615384615385
Elephant-Tenrec chr1.16159 1
Elephant-Tenrec chr1.16160 0.993506493506494
Elephant-Tenrec chr1.16161 0.994897959183674
Elephant-Tenrec chr1.16162 0.993103448275862
Elephant-Tenrec chr1.16163 1
Elephant-Tenrec chr1.16164 0.991803278688525
Elephant-Tenrec chr1.16165 1
Elephant-Tenrec chr1.16166 0.988888888888889
Elephant-Tenrec chr1.16167 0.996212121212121
Elephant-Tenrec chr1.16168 0.994169096209913
Elephant-Tenrec chr1.4977 0.99236641221374
Elephant-Tenrec chr1.4978 1
Elephant-Tenrec chr1.4979 0.98989898989899
Elephant-Tenrec chr1.4983 1
Elephant-Tenrec chr1.4984 0.986425339366516
Elephant-Tenrec chr1.8117 0.995008319467554
Elephant-Tenrec chr1.8123 0.99375
Elephant-Tenrec chr1.8124 1
Elephant-Tenrec chr1.8125 1
Elephant-Tenrec chr1.8126 1
Elephant-Tenrec chr1.8127 0.982300884955752
Elephant-Tenrec chr1.8128 0.987654320987654
Elephant-Tenrec chr1.8129 1
Elephant-Tenrec chr1.8132 1
Elephant-Tenrec chr1.8133 0.980392156862745
Elephant-Tenrec chr1.27779 0.997985901309164
Elephant-Tenrec chr1.27780 1
Elephant-Tenrec chr1.989 1
Elephant-Tenrec chr1.990 1
Elephant-Tenrec chr1.991 1
Elephant-Tenrec chr1.992 0.99438202247191
Elephant-Tenrec chr1.995 1
Elephant-Tenrec chr1.996 1
Elephant-Tenrec chr1.997 0.996415770609319
Elephant-Tenrec chr1.999 0.993975903614458
Elephant-Tenrec chr1.1000 1
Elephant-Tenrec chr1.1001 1
Elephant-Tenrec chr1.1003 1
Elephant-Tenrec chr1.1004 1
Elephant-Tenrec chr1.1008 0.996850393700787
Elephant-Tenrec chr1.1011 1
Elephant-Tenrec chr1.1012 0.986111111111111
Elephant-Tenrec chr1.1013 0.990196078431373
Elephant-Tenrec chr1.1014 1
Elephant-Tenrec chr1.1015 1
Elephant-Tenrec chr1.1017 0.980769230769231
Elephant-Tenrec chr1.1028 1
Elephant-Tenrec chr1.1029 1
Elephant-Tenrec chr1.25080 1
Elephant-Tenrec chr1.25081 0.989247311827957
Elephant-Tenrec chr1.25089 1
Elephant-Tenrec chr1.25093 1
Elephant-Tenrec chr1.25097 0.993055555555556
Elephant-Tenrec chr1.25098 1
Elephant-Tenrec chr1.25100 1
Elephant-Tenrec chr1.25104 0.991228070175439
Elephant-Tenrec chr1.25135 1
Elephant-Tenrec chr1.25136 0.98936170212766
Elephant-Tenrec chr1.25140 1
Elephant-Tenrec chr1.25141 0.994011976047904
Elephant-Tenrec chr1.25142 0.980582524271845
Elephant-Tenrec chr1.25143 1
Elephant-Tenrec chr1.25144 1
Elephant-Tenrec chr1.25145 1
Elephant-Tenrec chr1.25147 1
Elephant-Tenrec chr1.25148 1
Elephant-Tenrec chr1.25149 1
Elephant-Tenrec chr1.25150 1
Elephant-Tenrec chr1.17010 1
Elephant-Tenrec chr1.17011 0.983333333333333
Elephant-Tenrec chr1.17012 1
Elephant-Tenrec chr1.17013 1
Elephant-Tenrec chr1.17014 0.986013986013986
Elephant-Tenrec chr1.17015 1
Elephant-Tenrec chr1.17016 0.997512437810945
Elephant-Tenrec chr1.14880 1
Elephant-Tenrec chr1.14881 1
Elephant-Tenrec chr1.14882 0.989583333333333
Elephant-Tenrec chr1.14883 0.995260663507109
Elephant-Tenrec chr1.14884 1
Elephant-Tenrec chr1.14885 1
Elephant-Tenrec chr1.14888 0.989473684210526
Elephant-Tenrec chr1.14889 0.991935483870968
Elephant-Tenrec chr1.14890 1
Elephant-Tenrec chr1.14891 1
Elephant-Tenrec chr1.14892 1
Elephant-Tenrec chr1.14893 1
Elephant-Tenrec chr1.14894 1
Elephant-Tenrec chr1.14895 1
Elephant-Tenrec chr1.14896 1
Elephant-Tenrec chr1.14897 1
Elephant-Tenrec chr1.14898 0.996904024767802
Elephant-Tenrec chr1.14899 1
Elephant-Tenrec chr1.14900 1
Elephant-Tenrec chr1.14901 0.988372093023256
Elephant-Tenrec chr1.14902 0.975609756097561
Elephant-Tenrec chr1.14903 0.996644295302013
Elephant-Tenrec chr1.14904 1
Elephant-Tenrec chr1.14905 1
Elephant-Tenrec chr1.14906 1
Elephant-Tenrec chr1.14907 1
Elephant-Tenrec chr1.14908 0.993197278911565
Elephant-Tenrec chr1.14909 1
Elephant-Tenrec chr1.14910 1
Elephant-Tenrec chr1.14911 1
Elephant-Tenrec chr1.14912 0.994974874371859
Elephant-Tenrec chr1.3969 0.995125121871953
Elephant-Tenrec chr1.3970 1
Elephant-Tenrec chr1.3971 1
Elephant-Tenrec chr1.3972 1
Elephant-Tenrec chr1.3973 0.994444444444444
Elephant-Tenrec chr1.3974 1
Elephant-Tenrec chr1.3975 0.994444444444444
Elephant-Tenrec chr1.3976 0.987124463519313
Elephant-Tenrec chr1.3977 0.992307692307692
Elephant-Tenrec chr1.3978 1
Elephant-Tenrec chr1.3979 1
Elephant-Tenrec chr1.3980 1
Elephant-Tenrec chr1.3981 0.993421052631579
Elephant-Tenrec chr1.7222 1
Elephant-Tenrec chr1.7223 0.993939393939394
Elephant-Tenrec chr1.7224 1
Elephant-Tenrec chr1.7225 1
Elephant chr1.16156 0
Elephant chr1.16157 0.794871794871795
Elephant chr1.16158 0.938461538461538
Elephant chr1.16159 0.912087912087912
Elephant chr1.16160 0.902597402597403
Elephant chr1.16161 0.943877551020408
Elephant chr1.16162 0.972413793103448
Elephant chr1.16163 0.896825396825397
Elephant chr1.16164 0.89344262295082
Elephant chr1.16165 0.939393939393939
Elephant chr1.16166 0.922222222222222
Elephant chr1.16167 0.962121212121212
Elephant chr1.16168 0.865384615384615
Elephant chr1.4977 0.880281690140845
Elephant chr1.4978 0.71
Elephant chr1.4979 0.94949494949495
Elephant chr1.4983 0.905797101449275
Elephant chr1.4984 0.0678733031674208
Elephant chr1.8117 0.898360655737705
Elephant chr1.8123 0.5125
Elephant chr1.8124 0.931818181818182
Elephant chr1.8125 0.72992700729927
Elephant chr1.8126 0.9375
Elephant chr1.8127 0.539823008849557
Elephant chr1.8128 0.901234567901235
Elephant chr1.8129 0.927777777777778
Elephant chr1.8132 0.96078431372549
Elephant chr1.8133 0.901960784313726
Elephant chr1.27779 0.922690763052209
Elephant chr1.27780 0.85
Elephant chr1.989 0.363636363636364
Elephant chr1.990 0
Elephant chr1.991 0.92964824120603
Elephant chr1.992 0.938202247191011
Elephant chr1.995 0.91703056768559
Elephant chr1.996 0.897435897435897
Elephant chr1.997 0.896057347670251
Elephant chr1.999 0.951807228915663
Elephant chr1.1000 0.961538461538462
Elephant chr1.1001 0.916666666666667
Elephant chr1.1003 0.942028985507246
Elephant chr1.1004 0.943127962085308
Elephant chr1.1008 0.858267716535433
Elephant chr1.1011 0.932432432432432
Elephant chr1.1012 0.930555555555556
Elephant chr1.1013 0.872549019607843
Elephant chr1.1014 0.899470899470899
Elephant chr1.1015 0
Elephant chr1.1017 0.903846153846154
Elephant chr1.1028 0.930635838150289
Elephant chr1.1029 0.929411764705882
Elephant chr1.25080 0.928571428571429
Elephant chr1.25081 0.967741935483871
Elephant chr1.25089 0.968992248062015
Elephant chr1.25093 0.976190476190476
Elephant chr1.25097 0.923611111111111
Elephant chr1.25098 0.952380952380952
Elephant chr1.25100 0.947368421052632
Elephant chr1.25104 0
Elephant chr1.25135 0
Elephant chr1.25136 0
Elephant chr1.25140 0.915492957746479
Elephant chr1.25141 0
Elephant chr1.25142 0
Elephant chr1.25143 0
Elephant chr1.25144 0
Elephant chr1.25145 0
Elephant chr1.25147 0
Elephant chr1.25148 0
Elephant chr1.25149 0
Elephant chr1.25150 0
Elephant chr1.17010 0.964071856287425
Elephant chr1.17011 0.804347826086957
Elephant chr1.17012 0.945736434108527
Elephant chr1.17013 0.898305084745763
Elephant chr1.17014 0.923076923076923
Elephant chr1.17015 0.932098765432099
Elephant chr1.17016 0
Elephant chr1.14880 0.927927927927928
Elephant chr1.14881 0.936842105263158
Elephant chr1.14882 0.947916666666667
Elephant chr1.14883 0.909952606635071
Elephant chr1.14884 0.909090909090909
Elephant chr1.14885 0.932773109243697
Elephant chr1.14888 0.905263157894737
Elephant chr1.14889 0.840579710144927
Elephant chr1.14890 0.946666666666667
Elephant chr1.14891 0.861538461538462
Elephant chr1.14892 0
Elephant chr1.14893 0
Elephant chr1.14894 0
Elephant chr1.14895 0
Elephant chr1.14896 0
Elephant chr1.14897 0
Elephant chr1.14898 0
Elephant chr1.14899 0.943661971830986
Elephant chr1.14900 0
Elephant chr1.14901 0
Elephant chr1.14902 0.865853658536585
Elephant chr1.14903 0.922818791946309
Elephant chr1.14904 0.787037037037037
Elephant chr1.14905 0.958333333333333
Elephant chr1.14906 0.961240310077519
Elephant chr1.14907 0.9375
Elephant chr1.14908 0.918367346938776
Elephant chr1.14909 0.927710843373494
Elephant chr1.14910 0.848
Elephant chr1.14911 0.970588235294118
Elephant chr1.14912 0.949748743718593
Elephant chr1.3969 0.898103503696561
Elephant chr1.3970 0.74
Elephant chr1.3971 0.952755905511811
Elephant chr1.3972 0.897810218978102
Elephant chr1.3973 0.933333333333333
Elephant chr1.3974 0.916666666666667
Elephant chr1.3975 0
Elephant chr1.3976 0.92274678111588
Elephant chr1.3977 0.923076923076923
Elephant chr1.3978 0.96969696969697
Elephant chr1.3979 0.922131147540984
Elephant chr1.3980 0.961538461538462
Elephant chr1.3981 0.914473684210526
Elephant chr1.7222 0
Elephant chr1.7223 0
Elephant chr1.7224 0
Elephant chr1.7225 0
Guinea_pig chr1.16156 0.95
Guinea_pig chr1.16157 0.962962962962963
Guinea_pig chr1.16158 0.923076923076923
Guinea_pig chr1.16159 0.913513513513514
Guinea_pig chr1.16160 0.954545454545455
Guinea_pig chr1.16161 0.974489795918367
Guinea_pig chr1.16162 0.972413793103448
Guinea_pig chr1.16163 0.991596638655462
Guinea_pig chr1.16164 0.918032786885246
Guinea_pig chr1.16165 0.979381443298969
Guinea_pig chr1.16166 0.944444444444444
Guinea_pig chr1.16167 0.981060606060606
Guinea_pig chr1.16168 0.963068181818182
Guinea_pig chr1.4977 0.961832061068702
Guinea_pig chr1.4978 0.99
Guinea_pig chr1.4979 0.96969696969697
Guinea_pig chr1.4983 0.971014492753623
Guinea_pig chr1.4984 0.95475113122172
Guinea_pig chr1.8117 0.945364238410596
Guinea_pig chr1.8123 0.95
Guinea_pig chr1.8124 0.977272727272727
Guinea_pig chr1.8125 1
Guinea_pig chr1.8126 0.947916666666667
Guinea_pig chr1.8127 0.948275862068966
Guinea_pig chr1.8128 0.987654320987654
Guinea_pig chr1.8129 0.950819672131147
Guinea_pig chr1.8132 0.980392156862745
Guinea_pig chr1.8133 0.941176470588235
Guinea_pig chr1.27779 0.947052947052947
Guinea_pig chr1.27780 1
Guinea_pig chr1.989 1
Guinea_pig chr1.990 0.955555555555556
Guinea_pig chr1.991 0.979899497487437
Guinea_pig chr1.992 0.955801104972376
Guinea_pig chr1.995 0.964601769911504
Guinea_pig chr1.996 0.987179487179487
Guinea_pig chr1.997 0.974910394265233
Guinea_pig chr1.999 0.939759036144578
Guinea_pig chr1.1000 0.976923076923077
Guinea_pig chr1.1001 0.953703703703704
Guinea_pig chr1.1003 0.995169082125604
Guinea_pig chr1.1004 0.938388625592417
Guinea_pig chr1.1008 0.955696202531646
Guinea_pig chr1.1011 0.952702702702703
Guinea_pig chr1.1012 0.958333333333333
Guinea_pig chr1.1013 0.96078431372549
Guinea_pig chr1.1014 0.968253968253968
Guinea_pig chr1.1015 0.926966292134832
Guinea_pig chr1.1017 0.942307692307692
Guinea_pig chr1.1028 0.994219653179191
Guinea_pig chr1.1029 0.953488372093023
Guinea_pig chr1.25080 1
Guinea_pig chr1.25081 0.956989247311828
Guinea_pig chr1.25089 0.976744186046512
Guinea_pig chr1.25093 1
Guinea_pig chr1.25097 0.965277777777778
Guinea_pig chr1.25098 0.976190476190476
Guinea_pig chr1.25100 0.92
Guinea_pig chr1.25104 0.964912280701754
Guinea_pig chr1.25135 0.973509933774834
Guinea_pig chr1.25136 0.98936170212766
Guinea_pig chr1.25140 0.992957746478873
Guinea_pig chr1.25141 0.994011976047904
Guinea_pig chr1.25142 0.990291262135922
Guinea_pig chr1.25143 1
Guinea_pig chr1.25144 1
Guinea_pig chr1.25145 0.981012658227848
Guinea_pig chr1.25147 0.982532751091703
Guinea_pig chr1.25148 0.981042654028436
Guinea_pig chr1.25149 0.94300518134715
Guinea_pig chr1.25150 1
Guinea_pig chr1.17010 0.941520467836257
Guinea_pig chr1.17011 0.966666666666667
Guinea_pig chr1.17012 0.984496124031008
Guinea_pig chr1.17013 0.991525423728814
Guinea_pig chr1.17014 0.972027972027972
Guinea_pig chr1.17015 0.951515151515152
Guinea_pig chr1.17016 0.972772277227723
Guinea_pig chr1.14880 0.963963963963964
Guinea_pig chr1.14881 0.989795918367347
Guinea_pig chr1.14882 0.947916666666667
Guinea_pig chr1.14883 0.962085308056872
Guinea_pig chr1.14884 0.954545454545455
Guinea_pig chr1.14885 0.966386554621849
Guinea_pig chr1.14888 0.989473684210526
Guinea_pig chr1.14889 0.959677419354839
Guinea_pig chr1.14890 0.96
Guinea_pig chr1.14891 0.984615384615385
Guinea_pig chr1.14892 1
Guinea_pig chr1.14893 0.942528735632184
Guinea_pig chr1.14894 0.910112359550562
Guinea_pig chr1.14895 0.944444444444444
Guinea_pig chr1.14896 1
Guinea_pig chr1.14897 0.949152542372881
Guinea_pig chr1.14898 0.969040247678019
Guinea_pig chr1.14899 0.985915492957746
Guinea_pig chr1.14900 0.964705882352941
Guinea_pig chr1.14901 0.988372093023256
Guinea_pig chr1.14902 0.963414634146341
Guinea_pig chr1.14903 0.968858131487889
Guinea_pig chr1.14904 0.972222222222222
Guinea_pig chr1.14905 0.979166666666667
Guinea_pig chr1.14906 0.967479674796748
Guinea_pig chr1.14907 0.972222222222222
Guinea_pig chr1.14908 0.986394557823129
Guinea_pig chr1.14909 0.96969696969697
Guinea_pig chr1.14910 0.964912280701754
Guinea_pig chr1.14911 0.911764705882353
Guinea_pig chr1.14912 0.944723618090452
Guinea_pig chr1.3969 0.95152895250488
Guinea_pig chr1.3970 0.95
Guinea_pig chr1.3971 0.984251968503937
Guinea_pig chr1.3972 0.985401459854015
Guinea_pig chr1.3973 0.966666666666667
Guinea_pig chr1.3974 0.972222222222222
Guinea_pig chr1.3975 0.972222222222222
Guinea_pig chr1.3976 0.969957081545064
Guinea_pig chr1.3977 0.976923076923077
Guinea_pig chr1.3978 1
Guinea_pig chr1.3979 0.872950819672131
Guinea_pig chr1.3980 0.961538461538462
Guinea_pig chr1.3981 0.986842105263158
Guinea_pig chr1.7222 1
Guinea_pig chr1.7223 0.96969696969697
Guinea_pig chr1.7224 0.988888888888889
Guinea_pig chr1.7225 1
Hedgehog-Shrew chr1.16156 0.975
Hedgehog-Shrew chr1.16157 1
Hedgehog-Shrew chr1.16158 1
Hedgehog-Shrew chr1.16159 0.967567567567568
Hedgehog-Shrew chr1.16160 0.980132450331126
Hedgehog-Shrew chr1.16161 0.989795918367347
Hedgehog-Shrew chr1.16162 0.972413793103448
Hedgehog-Shrew chr1.16163 1
Hedgehog-Shrew chr1.16164 0.959016393442623
Hedgehog-Shrew chr1.16165 0.958762886597938
Hedgehog-Shrew chr1.16166 0.977401129943503
Hedgehog-Shrew chr1.16167 0.988505747126437
Hedgehog-Shrew chr1.16168 0.959183673469388
Hedgehog-Shrew chr1.4977 0.969465648854962
Hedgehog-Shrew chr1.4978 1
Hedgehog-Shrew chr1.4979 0.97979797979798
Hedgehog-Shrew chr1.4983 0.971014492753623
Hedgehog-Shrew chr1.4984 0.97737556561086
Hedgehog-Shrew chr1.8117 0.981697171381032
Hedgehog-Shrew chr1.8123 1
Hedgehog-Shrew chr1.8124 0.977272727272727
Hedgehog-Shrew chr1.8125 1
Hedgehog-Shrew chr1.8126 0.989583333333333
Hedgehog-Shrew chr1.8127 0.991379310344828
Hedgehog-Shrew chr1.8128 0.987654320987654
Hedgehog-Shrew chr1.8129 0.994444444444444
Hedgehog-Shrew chr1.8132 1
Hedgehog-Shrew chr1.8133 1
Hedgehog-Shrew chr1.27779 0.966565349544073
Hedgehog-Shrew chr1.27780 1
Hedgehog-Shrew chr1.989 0.909090909090909
Hedgehog-Shrew chr1.990 1
Hedgehog-Shrew chr1.991 0.984924623115578
Hedgehog-Shrew chr1.992 0.99438202247191
Hedgehog-Shrew chr1.995 0.995633187772926
Hedgehog-Shrew chr1.996 0.974358974358974
Hedgehog-Shrew chr1.997 0.996415770609319
Hedgehog-Shrew chr1.999 0.939759036144578
Hedgehog-Shrew chr1.1000 0.984615384615385
Hedgehog-Shrew chr1.1001 0.986111111111111
Hedgehog-Shrew chr1.1003 1
Hedgehog-Shrew chr1.1004 0.995260663507109
Hedgehog-Shrew chr1.1008 0.981012658227848
Hedgehog-Shrew chr1.1011 0.959459459459459
Hedgehog-Shrew chr1.1012 0.986111111111111
Hedgehog-Shrew chr1.1013 0.980392156862745
Hedgehog-Shrew chr1.1014 1
Hedgehog-Shrew chr1.1015 0.98314606741573
Hedgehog-Shrew chr1.1017 0.980769230769231
Hedgehog-Shrew chr1.1028 0.988439306358382
Hedgehog-Shrew chr1.1029 0.988372093023256
Hedgehog-Shrew chr1.25080 1
Hedgehog-Shrew chr1.25081 1
Hedgehog-Shrew chr1.25089 0.992248062015504
Hedgehog-Shrew chr1.25093 1
Hedgehog-Shrew chr1.25097 1
Hedgehog-Shrew chr1.25098 0.992063492063492
Hedgehog-Shrew chr1.25100 0.986666666666667
Hedgehog-Shrew chr1.25104 0.991228070175439
Hedgehog-Shrew chr1.25135 0.980132450331126
Hedgehog-Shrew chr1.25136 0.98936170212766
Hedgehog-Shrew chr1.25140 1
Hedgehog-Shrew chr1.25141 1
Hedgehog-Shrew chr1.25142 0.970873786407767
Hedgehog-Shrew chr1.25143 0.985074626865672
Hedgehog-Shrew chr1.25144 1
Hedgehog-Shrew chr1.25145 0.993670886075949
Hedgehog-Shrew chr1.25147 0.982857142857143
Hedgehog-Shrew chr1.25148 0.995260663507109
Hedgehog-Shrew chr1.25149 0.979274611398964
Hedgehog-Shrew chr1.25150 0.985507246376812
Hedgehog-Shrew chr1.17010 0.982142857142857
Hedgehog-Shrew chr1.17011 0.983333333333333
Hedgehog-Shrew chr1.17012 1
Hedgehog-Shrew chr1.17013 0.991525423728814
Hedgehog-Shrew chr1.17014 0.965034965034965
Hedgehog-Shrew chr1.17015 0.96969696969697
Hedgehog-Shrew chr1.17016 0.982673267326733
Hedgehog-Shrew chr1.14880 0.981981981981982
Hedgehog-Shrew chr1.14881 0.978947368421053
Hedgehog-Shrew chr1.14882 0.84375
Hedgehog-Shrew chr1.14883 0.957345971563981
Hedgehog-Shrew chr1.14884 1
Hedgehog-Shrew chr1.14885 0.983193277310924
Hedgehog-Shrew chr1.14888 0.947368421052632
Hedgehog-Shrew chr1.14889 0.983870967741935
Hedgehog-Shrew chr1.14890 0.973333333333333
Hedgehog-Shrew chr1.14891 0.984615384615385
Hedgehog-Shrew chr1.14892 1
Hedgehog-Shrew chr1.14893 1
Hedgehog-Shrew chr1.14894 0.97752808988764
Hedgehog-Shrew chr1.14895 0.962962962962963
Hedgehog-Shrew chr1.14896 0.982758620689655
Hedgehog-Shrew chr1.14897 0.983870967741935
Hedgehog-Shrew chr1.14898 0.978328173374613
Hedgehog-Shrew chr1.14899 1
Hedgehog-Shrew chr1.14900 0.988235294117647
Hedgehog-Shrew chr1.14901 0.959302325581395
Hedgehog-Shrew chr1.14902 0.963414634146341
Hedgehog-Shrew chr1.14903 0.983221476510067
Hedgehog-Shrew chr1.14904 1
Hedgehog-Shrew chr1.14905 1
Hedgehog-Shrew chr1.14906 1
Hedgehog-Shrew chr1.14907 0.986111111111111
Hedgehog-Shrew chr1.14908 0.993197278911565
Hedgehog-Shrew chr1.14909 0.975757575757576
Hedgehog-Shrew chr1.14910 0.991228070175439
Hedgehog-Shrew chr1.14911 1
Hedgehog-Shrew chr1.14912 0.974874371859296
Hedgehog-Shrew chr1.3969 0.9794921875
Hedgehog-Shrew chr1.3970 0.966666666666667
Hedgehog-Shrew chr1.3971 0.976377952755906
Hedgehog-Shrew chr1.3972 0.978102189781022
Hedgehog-Shrew chr1.3973 0.966666666666667
Hedgehog-Shrew chr1.3974 0.977777777777778
Hedgehog-Shrew chr1.3975 0.972222222222222
Hedgehog-Shrew chr1.3976 0.995708154506438
Hedgehog-Shrew chr1.3977 0.992957746478873
Hedgehog-Shrew chr1.3978 0.992424242424242
Hedgehog-Shrew chr1.3979 0.970954356846473
